id,available,rate,title,author,genre,price,year,description,age
506727,true,,Эротические Рассказы (часть 2),Руби Райт,"Жесткая эротика, Эротическое фэнтези",159.00,2025,"Черновик. Хочу представить вам сборник рассказов, не связанных между собой (если не обозначена связь).&nbsp;

Все истории&nbsp;в жанре фэнтези. Горячие и эмоциональные рассказы вперемешку с волшебством и магией.

Комментарии открою, но давайте будем вести себя там прилежно, чтобы вдохновение автора не заканчивалось.&nbsp;

Приятного прочтения&zwj;❤️&zwj;

--------
Не забудьте добавить книгу в библиотеку и поставить Нравится
&nbsp;",18
520324,true,,"Жена по контракту, или Фиктивный брак для попаданки",Екатерина Стрелецкая,"Бытовое фэнтези, Попаданцы в другие миры",129.00,2025,"Мне сделали странное предложение, от которого я не в силах отказаться, хотя оно и выглядит абсурдным. А всё потому, что, мой бывший муж отнял у меня самое дорогое, что у меня есть в жизни &ndash; моего ребёнка. Мне придётся уйти в другой мир и стать временной женой могущественного лорда. Если выполню все условия контракта, тогда он вернёт меня обратно, чтобы мне удалось спасти свою дочь. Я готова пойти на любые жертвы ради неё, даже если на второй чаше весов окажется любовь...

В книге есть:
❤️ вынужденная попаданка
❤️ сильная героиня
❤️ фиктивный брак, хотя&hellip;
❤️ нелюдимый герой
❤️ реалии и быт иного мира
❤️ ХЭ гарантирован",
534469,true,,Девочка Деспота,Олли Серж,"Романтическая эротика, Современный любовный роман",129.00,2025,"- Зачем ты добилась встречи со мной?
- Чтобы попросить, - срывается мой голос. - Вы же понимаете, что отдать ту сумму денег, что должен вам папа невозможно! У нас таких ее нет и не было!
- Ты считаешь меня должно это волновать?
- Я бы пока могла поработать за него. Отдать долг частями...
- Раздевайся&hellip;
- Что?
- Раздевайся и надевай робу. Будешь мыть машины. Пятый бокс справа твой. И не дай Бог тебе поцарапать мою тачку.

Бес Арманов не умеет любить. Жизнь выжгла из него это глупое чувство. По крайней мене, он так думал, пока не встретил ее - девушку с пшеничными волосами.",18
526316,true,,Потерянная пара Дракона,Инна Разина,"Магическая академия, Любовное фэнтези",139.00,2025,"⚡️НОВИНКА⚡️

Когда-то я считала, что встретить пару &mdash; самое счастливое событие в жизни. Но для меня оно обернулось настоящим кошмаром. Мой истинный отвернулся от меня, назвал мошенницей и спокойно смотрел, как меня уводят в темницу. Ведь за поддельную метку по закону полагается смерть. Благодаря случайности я осталась жива, но отказалась от своей драконицы. Теперь у меня другое имя и другая судьба. Спустя три года я встречаю того, кто давно должен быть счастлив с женой. Но почему в его глазах столько горечи и вины? Почему он не отходит от меня? Я больше не желаю его знать. Или&hellip;

  Четвертая&nbsp;книга цикла, ХЭ, можно читать отдельно
  График выхода новых глав: понедельник/пятница

Первая книга по этому миру, история принцессы Габриэль в книге &quot;Истинная для Принцев-Драконов&quot;&nbsp;https://litnet.com/shrt/ntUG",
530824,true,,Запретная. Моя,Элла Савицкая,"Молодежная проза, Романтическая эротика",139.00,2025,"&mdash; Ну ничего, мы пойдем в частную клинику и там все сделают как надо. Ты ничего не почувствуешь, &mdash; успокаивающе шепчет мама, &mdash; отец даже не узнает.&nbsp;
Меня эти ее слова замораживают. Внутренности покрываются холодной коркой. Сердце протестующе дергается и тяжело бьется.
&mdash; Мам, я не пойду на аборт, &mdash; стираю со щек слезы.
&mdash; Как не пойдешь?&nbsp;
&mdash; Вот так. Он же живой уже, &mdash; на автомате касаюсь низа живота. &mdash; Я не могу убить его.
&mdash; Даша, ты что, дочка? Ты хоть представляешь себе как это &mdash; воспитывать ребенка в двадцать лет? Еще и самостоятельно. И речи быть не может.
&mdash; Я не могу, мам, &mdash; обнимаю себя, пытаясь защититься от её взгляда, &mdash; он мой. И не уговаривай.&nbsp;

Мой и точка. Его отец о нем не узнает. Руслан этого не заслуживает.
Я любила его слишком сильно. Не слушала, когда все вокруг твердили, что сын уголовника мне не пара. Была наивной дурой, пока он не бросил меня, собственноручно уничтожив.
&nbsp;",18
531293,true,,Неугодная жена. Хозяйка проклятой усадьбы,Рина Вергина,"Приключенческое фэнтези, Бытовое фэнтези",129.00,2025,"Жених бросил, узнав, что я жду ребенка. Думала, что хуже ничего быть не может. Но&hellip;

Я попала в тело молодой девушки, у которой при брачном ритуале исчезла магия. Лекарь сказал, что я никогда не смогу иметь детей, а отсутствие магии быстро превратит меня из цветущей девушки в дряхлую старуху. Муж тут же отказался от меня и отправил умирать в заброшенную усадьбу.

Но я сдаваться не собираюсь! Разберусь, что тут к чему. Налажу быт, заработаю денег и найду способ вернуть свою магию.
_________________________________

- Выгружай ее вещи, - крикнул муж вознице.
- Что? Ты оставишь меня здесь? В этом заброшенном доме? &ndash; не поняла я.
- А что ты хочешь? Быть хозяйкой в моем имении? Посмотри на себя&hellip; настоящее пугало! Мне пришлось на тебе жениться лишь из-за твоей редкой магии. А теперь ты пустышка. Что с тебя взять? Ты даже наследника родить не в состоянии. Никчемная корова! Надеюсь, ты быстро сдохнешь и сделаешь меня вдовцом. Я был бы тебе очень благодарен. Развода слишком долго ждать.
- Гад! Выживу, тебе назло&hellip;

В книге есть:

 Неунывающая героиня
 Налаживание быта
 Непростой кот и обыкновенный козел
 Любовь и тайны прошлого
 ХЭ для тех, кто заслуживает

История участвует в литмобе&nbsp;&nbsp;&quot;Хозяйки гиблых мест&quot;&nbsp;
https://litnet.com/shrt/luPB",
535801,true,,Жестокий. Я тебя верну,Мэри Кац,"Современный любовный роман, Романтическая эротика",119.00,2025,"НОВИНКА ❤️ &quot;Жестокий муж. Я тебя не отпускал&quot;&nbsp;https://litnet.com/shrt/PKVW

&mdash; Решила, что получится сбежать? &mdash; от его голоса как и всегда цепенею.

&mdash; Отпусти &mdash; голос предательски начинает дрожать. &mdash; Мы расстались много лет назад. Ты сам меня бросил.&nbsp;

&mdash; Но ты кое-что у меня украла.&nbsp;

Проводит рукой по моей талии, обжигая мою кожу даже сквозь тонкую ткань светлой кофты.

Нет! Нет! Нет!

Он не мог знать. Никто не знает о моей тайне. Если бы он узнал, точно бы не оставил меня в покое. Уничтожил бы. Преследовал. Эмин всегда был жестоким собственником. Он бы никогда не оставил своих детей и превратил бы мою жизнь в ад.",18
540864,true,,Виктория - значит Победа. Каждому по делам его,Салма Кальк,"Попаданцы в другие миры, Историческое фэнтези",129.00,2025,"Когда я попала в галантный век, то думала – буду носить красивые платья, любить красивых мужчин, танцевать и радоваться жизни. Но моя бизнес-империя расширяется с невероятной скоростью, от меня зависит множество людей, а некоторые особо одарённые не просто вставляют палки в колёса, а даже угрожают моему благополучию, безопасности и самой жизни.

Но они не знают, что я – не тихая Викторьенн, я Виктория. Я не люблю смиряться и терпеть, я люблю побеждать.

И я намерена это делать. Сама или с поддержкой друзей и любимых людей.

Третий том. Первый здесь: https://litnet.com/shrt/Pmof",
516617,true,,Их Право. Отданная драконам,Терин Рем,"Эротическое фэнтези, Бытовое фэнтези",119.00,2025,"Хотела просто посидеть в кафе после тяжелого дня, но злой колдун утащил меня в другой мир. Там, куда меня привели, получить требование первой ночи от дракона &ndash; это приговор. Мне не повезло вдвойне. Невинность юной графини, которую решено заменить мной, потребовали ящеры близнецы: Шайн и Эшер. Теперь я обречена. Или всё не настолько плохо?
  В книге есть:
✔️ Невинная героиня с характером
✔️ Обустройство драконьей пещеры
✔️ Властные и страстные близнецы
✔️ Приключения и романтика
✔️ ХЭ",18
528752,true,,Укрощение по драконьим традициям,Алекс Найт,"Юмористическое фэнтези, Приключенческое фэнтези",139.00,2025,"Произошёл обмен душами, и я попала в тело погибающей в море наёмницы. Меня спасли и даже почти добровольно предложили работу. Нужно стать телохранителем сапфирового лорда драконов. Навыки тела со мной, да и характер при мне, справлюсь. Вот только и дракон с характером, и явно желает меня приручить. Но посмотрим, кто кого.

Однотомник. ХЭ. Подписка. Входит в серию, читается отдельно.&nbsp;Проды два через один.&nbsp;",
539554,true,,Одна на двоих. Золотая клетка,Алая Бетти,"Романтическая эротика, Остросюжетный любовный роман",119.00,2025,"Я сирота, после смерти отца лишившаяся всего. Мачеха выгнала меня на улицу, подделав завещание. Как отомстить и вернуть своё, если у меня ни денег, ни власти?
Выход один: обратиться к тем, кто живет вне закона. Опасным, жестоким. Демонам криминального мира.
Но какую цену придется заплатить? Ведь оба мужчины пойдут на что угодно, лишь бы заполучить меня целиком&hellip;

История Яны Чикиной из Сводных боссов&nbsp;https://litnet.com/shrt/PmVX

ВИЗУАЛ ГЕРОЕВ&nbsp;https://litnet.com/shrt/P921

Однотомник.
ХЭ с двумя мужчинами.

Внимание, в книге есть:
Откровенные сцены!
Ненормативная лексика!
Властные бандиты и дерзкая героиня!
Эмоционально, горячо, сладко!

ДОБАВЛЯЙТЕ КНИГУ В БИБЛИОТЕКУ И НЕ ЗАБЫВАЙТЕ НАГРАЖДАТЬ ЗВЕЗДОЧКАМИ!

За токсичность в комментариях бан без объяснения причин.",18
525803,true,,После развода. В одну реку дважды?,Ева Стоун,"Романы о неверности, Женский роман",129.00,2025,"&mdash; Это я сломала твоей любовнице нос.
Муж смотрит на меня не моргая. Видимо, продумывает, как вывернуться.
&mdash; Что, прости? &mdash; смеется Никита, в его некогда любимых глазах ни намека на раскаянье.
&mdash; Я думала, что дверь номера в гостинице откроешь ты, но это сделала твоя любовница, &mdash; настаиваю на своем. &mdash; И кулаком в лицо от меня прилетело ей.
Тишина продолжается недолго. Резко оттянув основание галстука, муж натянуто говорит:
&mdash; Я тебе не изменял.
&mdash; Она была голая и красная. Взъерошенная, как будто упала с сеновала. И, кстати, про ваши утехи в лифте гостиницы я тоже знаю. Слышала, как ты хрипел и задыхался, пока она... Мне продолжать, или ты признаешься?


&nbsp;ХЭ для героини, остальным как повезет
&nbsp;
Книга - участник литмоба ❤️КЛУБ АНОНИМНЫХ РАЗВЕДЁНОК❤️

https://litnet.com/shrt/gers",
532315,true,,Развод в 45. Крылья за спиной,Виктори Кисленко,"Драма, Женский роман",0.00,2025,"НОВИНКА АВТОРА https://litnet.com/shrt/PPqJ
&mdash; Записывайся на аборт, &mdash; бросил муж, скользнув равнодушным взглядом по фотографии УЗИ. &mdash; Тебе сорок пять, Карин. Какой ребенок? Ты в своем уме?

&mdash; Ты что такое говоришь? &mdash; прошептала я, едва слышно. &mdash; Двадцать лет&hellip; Двадцать лет мы мечтали об этом, и вот, наконец, чудо свершилось&hellip;

&mdash; Никакого чуда не будет. И если ты хоть немного дорожишь нашим браком, сделаешь так, как я сказал. Мне в пятьдесят лет ребенок не нужен.&nbsp;

Я не сделала. И Стас, не мешкая, подал на развод.
Боль от предательства жгла нутро. Она была невыносимой, всепоглощающей. А вскоре я узнала истинную причину жестокого решения мужа: у него уже был взрослый сын от любовницы, с которой он изменял мне много лет.
Развод, вопреки ожиданиям, не сломил меня. Он стал отправной точкой для новой, счастливой жизни. А предатель ещё получит по заслугам.

Вас ждет:
✔️измена и развод
✔️становление героини
✔️беременность в 45
✔️сильные чувства
✔️новая жизнь
История участвует в литмобе &quot;Развод в 45. Месть предателю&quot;&nbsp;&nbsp;https://litnet.com/shrt/lGuh

&nbsp;",
533631,true,,Сиротка в Академии Драконов,Оксана Гринберга,"Магическая академия, Любовное фэнтези",139.00,2025,"Я - сирота, выросшая на самом краю мира. У меня нет ни родни, ни денег, только редкий дар, о котором я не подозревала. Но именно благодаря ему я угодила прямиком в столичную Академию Магии.

Удача? Как бы не так! Теперь мне предстоит либо призвать своего дракона, либо погибнуть. Вокруг меня плетутся заговоры, пираты зовут своей по крови, древнее братство Тьмы поднимает голову, а тот, кого я спасла много лет назад, возвращается, чтобы исполнить свою клятву.

А я... Я же просто хочу учиться и сохранить свое сердце!",
541992,true,,Нежная Роза для вождей орков,Наташа Фаолини,"Эротическое фэнтези, Любовное фэнтези",0.00,2025,"Меня отдали вождям орков в жены как плату за чужую провинность.

Трое чудовищ пришли забрать меня в свои земли раскаленного металла, где горы дышат огнем, а в тенях застыли опасности.

Вот только как приладиться с мыслью, что мои огромные, грозные зеленокожие мужья уверены, что я &ndash; их Роза?

Ведь все знают, что человечки оркам на один зуб.

Но почему их взгляды выражают не ненависть, а нечто совершенно другое?

❤️ Многомужество и властные, но заботливые герои

❤️ Вынужденный брак, который изменит всё

❤️ Горячо, эмоционально, обязательно ХЭ!",18
225049,true,,Академия искателей. Идущая по снам,Дарья Светлая,"Магическая академия, Любовное фэнтези",0.00,2024,"Я хотела быть целительницей и не хотела замуж. Но в меня ударила молния и жизнь пошла кувырком. Теперь я не могу лечить. Вместо возни с любимыми травками, помогаю раскрывать преступления и хожу по снам, от которых кровь стынет в жилах. Как вернуть утерянный дар и место на факультете целителей?  Что делать с новыми способностями? И как покинуть Академию Искателей, куда меня насильно перевели, если один опасно-пленительный ректор-дракон ни в какую не отпускает?",
530829,true,,Домработница для Сухаря,Наталья Шагаева,"Романтическая комедия, Романтическая эротика",169.00,2025,"Это история о том, как я докатилась до домработницы в доме состоятельного мужчины-сухаря и его дочки &mdash; очень трудного подростка, за которой мне выпала сомнительная честь шпионить по просьбе отца.
&nbsp;Но, как говорится, за деньги &mdash; да. Выбора у меня нет.
&nbsp;А задача у меня, прямо скажем, не из простых. Отец и дочь, на которых я теперь работаю, стоят друг друга. Он &mdash; невыносимо самоуверенный, холодный, властный сухарь, а она &mdash; вредный подросток, который с удовольствием попьёт мне кровь. Так что скучать мне точно не придётся.
В тексте есть:
&zwj;❤️&zwj; Властный, иногда невыносимый, но адекватный герой.
&zwj;❤️&zwj; Ироничная героиня, которая не унывает, несмотря на жизненные трудности.
&zwj;❤️&zwj; Вредный, трудный подросток.
&zwj;❤️&zwj; Противостояние характеров.
&zwj;❤️&zwj; Откровенно о главном.
&zwj;❤️&zwj; ХЭ!

&nbsp;",18
266976,true,,В твоих руках не страшно,Ольга Островская,"Любовное фэнтези, Эротическое фэнтези",175.00,2021,"Все видели в ней прекрасную юную королеву Аминнариэль, любимую жену короля Танраггоса. Но всё, что знала Мина в браке, это страх и боль. 
Пока однажды у неё не появился шанс сбежать от ненавистного тирана, спрятавшись в свадебном кортеже собственной падчерицы. 
Вот только кровь Древних, делающую из Мины столь желанную добычу для мужчин, не так легко скрыть. Даже притворяясь скромной и неприметной служанкой невесты короля демонов. Особенно, когда судьба, или злой рок постоянно сталкивают девушку с пугающим и деспотичным демоном, представившимся братом жениха, и решительно настроенным не только узнать, что же скрывает пугливая малышка, но и показать, что в его объятиях ей нечего бояться. 
Книга вышла на бумаге. Заказать её можно ЗДЕСЬ",18
528235,true,,Развод с ректором. Попаданка в жену дракона,Екатерина Гераскина,"Магическая академия, Любовное фэнтези",169.00,2025,"Я проснулась в теле нелюбимой жены дракона. Мой муж &mdash; могущественный маг, и он ненавидит меня.&nbsp;
Дарклэй встретил свою истинную и, по закону, требует развода. А его невеста преследует меня, ведь у меня тоже появилась метка.
Мне приходится скрываться в Академии магии.&nbsp;
Кто же знал, что мой муж &mdash; ректор этой академии?


В книге вас ждут:
  Властный дракон
  Независимая героиня с секретом
  Непростые отношения
 &nbsp;ХЭ

График: проды 4-5 раз в неделю.",
226443,true,,Просто выжить,Полина Ром,Бытовое фэнтези,0.00,2024,"Бесплатно.    
  Приятно, конечно, проснуться однажды принцессой, герцогиней, ну, или, на худой конец, дворяночкой обедневшей — путь в Золушки открыт. Но мы не ищем легких путей). Это будет дорога с самого низа. Встретит ли героиня свою любовь? Обязательно, но — не сразу. Сперва ей придется осознать себя в новом мире и найти своё место. Дорога будет долгой и трудной, но ХЭ будет обязательно!",
131165,true,,Иные,Marina Bond,Современный любовный роман,119.00,2025,"У каждого человека есть своя трагедия. Кто-то воспринимает ее, как опыт. Кто-то смиряется и прячется за своими фобиями. Кто-то борется и пытается подняться с колен. Инна – мотоциклистка с тяжелым прошлым и живет лишь наполовину. Захар – бывший заключенный, который силится встать на ноги. Сама судьба свела их для того, чтобы они помогли друг другу научиться жить, ценить настоящее, а не зацикливаться на прошлом.",18
317624,true,,Бетс при дворе Императора,Наталия Каро,"Юмористическое фэнтези, Любовное фэнтези",119.00,2025,"Продолжение приключений ведьмы по имени Бетс. 
Чтобы встретить его, я поднялась на Гору. Он оказался Императорским Целителем. После свадьбы он увез меня в столицу. Мне предстоит новая жизнь с мужем при дворе Императора. Смогу ли я стать там своей? Найдется ли мне место среди знати? Посмотрим!",
513968,true,,Власть Зверя. Опасный друг отца,Светлана Ворон,"Городское фэнтези, Криминальный любовный роман",169.00,2025,"Он забрал мою девственность и даже не знает об этом. Холёный, брутальный самец, рядом с которым мне трудно дышать. Моя боль, моя слабость и мой позор!
Теперь он решил присвоить меня &ndash; так же, как бизнес моего отца. Словно я какая-то вещь!
Вот только я больше не та юная и влюбленная дурочка, которой была в нашу первую встречу. И я не буду принадлежать бандиту, сломавшему жизнь мне и моей семье.
Даже если его глаза горят опасным огнем, парализующим как гипноз.
Даже если нас связывает тайна, которую он не должен узнать&hellip;

❤циничный герой без сердца
❤нежная героиня с характером
❤разница в возрасте
❤оборотни и маги
❤истинная пара
❤противостояние характеров
❤щедрая горсть криминала для остроты
❤всенепременный Хэппи Энд

*присутствуют обсценная лексика и откровенные сцены 

Продолжение о Звере и Марине читать здесь: https://litnet.com/shrt/Pgw1
Книга про Ярослава: https://litnet.com/shrt/rYSS

Книга участвует в литмобе &quot;От альфы не сбежишь&quot; https://litnet.com/shrt/nhoX

Добавляйте книгу в библиотеку, ставьте звездочки, автору будет приятно :)

Обложка от RED MOON",18
526943,true,,Измена. Попаданка в законе 2,Тереза Нильская,"Эпическое фэнтези, Попаданцы во времени",119.00,2025,"Я, истинная дракона Эшбори, заточена в самую страшную тюрьму Вольтерры как враг короны. Вокруг меня сидят убийцы и маньяки. Мой супруг оказался бабником и предателем, а я жду от него сына.&nbsp;
Сегодня должны казнить Лариссу Вэлби.
Но&hellip; я не она.
У меня много имен и лиц.
И в теле истинной - юрист Лариса Вербина.&nbsp;
Оказавшись в сложных условиях другого мира, Лара не желает сдаваться, меняя мир под себя.
Почему же дракон все время ищет встречи с Ларой?

&nbsp;

-------------------------------------------------------------------------------------

Продолжении истории Ларики из книги &quot;Измена. Попаданка в законе&quot;
Первая часть здесь:&nbsp;https://litnet.com/shrt/g89v",
448370,true,,Бытовик в действии,Натали Лансон,"Попаданцы в другие миры, Юмористическое фэнтези",0.00,2023,"БЕСПЛАТНО  
&ndash; Так-то ты чтишь истинность!? Донимала меня своими истериками, требовала уважения, а сама&hellip; чуть не убила нас! &ndash; рычал на меня, как зверь, мужчина. &ndash; Я повторяю в последний раз: ты принадлежишь МНЕ! Твоя единственная цель в жизни &ndash; рожать МНЕ сильных наследников!

С этих слов началась моя вторая жизнь, но кто сказал, что я должна терпеть подобное обращение, проснувшись в теле совершенно незнакомой девушки?! Истинный у неё есть? Поздравляю&hellip; его! Сама счастливица уже успела наложить на себя руки. Мне же такой &laquo;бракованный&raquo; брак, где муж изменяет не только налево, но и направо, да ещё и орёт, как припадочный, задаром не нужен. Дело за малым: найти способ сбежать и укрыться от притязаний некоторых гадов на законных основаниях!

Я всегда верила в себя. Пришло время доказать, что это заслужено.",
178133,true,,Сармийская жена,Боярова Мелина,"Попаданцы в другие миры, Любовное фэнтези",159.00,2019,"Я снова выхожу замуж! Что в этом особенного? Ничего, просто у меня уже два мужа. От первого ушла сама, второго выдумала, чтобы обрести независимость в магическом мире, куда попала через блуждающий портал. Третий, будущий муж, &ndash; сармиец, и даже на пороге смерти не знаешь, что от него ожидать!
&nbsp;",
505245,true,,Девять,Екатерина Юдина,"Мини: эротика, Мини: любовный роман",79.00,2024,"Когда-то он являлся моим миром, пока полгода назад все не рухнуло. Превратилось в пепел.

Он вернулся и я понимала - мы встретимся и меня будет ждать ад.&nbsp;

Очень жарко!
Безумно остро!
И немного жестко:)",18
519659,true,,Хозяйка чайной плантации. Последний шанс для старой девы,Северина Рэй,"Приключенческое фэнтези, Попаданцы в другие миры",119.00,2025,"Я очнулась в новом мире. И вроде молодая, а уже взрослые дети, которые меня стыдятся. &ldquo;Муж&rdquo;, который назвал меня старухой и сослал в глухомань, где мародерствуют орки.
Сплошные проблемы, которые надо решать. Магию украли, на попечении чужие брошенные дети, гибнущая чайная плантация
Да ещё и благоверный на пороге нарисовался с претензией. Ребенка ему подавай! Погодите, а о каком ребенке вообще речь?

В книге есть:
#сильная героиня
#мама для отказников
#бытовое фэнтези

Книга участвует в литмобе &quot;Пенсионерка-попаданка&quot;
Другие книги моба можно найти по ссылке
https://litnet.com/shrt/umCH
Проды - через день",
534214,true,,Развод с драконом. Попаданка в жену генерала,Екатерина Гераскина,"Приключенческое фэнтези, Попаданцы в другие миры",169.00,2025,"Я проснулась в теле нелюбимой жены дракона. Мой муж — самый сильный и безжалостный генерал.
Аданат ненавидит меня, а ещё спустя десять лет «нашего» брака — встретил свою истинную.
Я даже малодушно обрадовалась разводу.
Только у меня тоже появилась метка, а ещё... я оказалась беременна.
Мы расстались на долгие два года, пока не встретились снова. Теперь я в опасности.
И ещё… лучше бы ему никогда не видеть мою Аделию.

В книге вас ждут:
  Властный дракон
  Независимая героиня с ребенком и темным секретом
  Непростые отношения
  ХЭ",
459408,true,,Маленькая хозяйка большого герцогства,Виктория Вера,"Бытовое фэнтези, Любовное фэнтези",159.00,2024,"Он превратил мою жизнь в кошмар и вынудил расторгнуть помолвку, навлекая на меня насмешки двора. Расстроиться? Но, вовсе не я стремилась к этому браку, а та, чьё тело я заняла, попав в этот мир!
Я же благодарю небеса за свободу и возвращаюсь в собственные земли&hellip; земли, которые нуждаются в восстановлении. Если справлюсь, то король оставит мне независимость и возможность выбирать свою судьбу. Если провалюсь&hellip; впрочем, никаких &ldquo;если&rdquo;! Не позволю очередному лорду радостно вытирать о меня ноги, так что иного варианта у меня нет.
Вот только&hellip; зачем бывший жених ищет со мной встречи?

В книге: попаданка, постепенное развитие, бытовое фэнтези и чувства ♡

Дилогия. Это 2я часть.
1я часть бесплатная и называется: &quot;Слабая герцогиня. 10 способов унизить невесту&quot; Ссылка:&nbsp;https://litnet.com/shrt/Sqgi

Приятного чтения! ;)",
530794,true,,Мой командор,Татьяна Гончарова,"Любовная фантастика, Космическая фантастика",119.00,2025,"Я обладательница редчайшего пси-дара, запрещённого в Империи. Таких как я ликвидируют. Но мне пришлось его проявить, чтобы спасти себя и дочь императора. От новой опасности нас спас прославленный командор. Почему же он молчит? Ведь он наверняка всё понял про мой секрет.

Строго 18+,&nbsp;ХЭ! Однотомник, отдельный мир, не цикл.
График: до 15 августа 1 прода в неделю, потом привычные 1-3 дня. Завершение: конец августа, начало сентября.",18
530992,true,,"Бракованная жена, или Как развестись с драконом",Анастасия Пенкина,"Бытовое фэнтези, Любовное фэнтези",129.00,2025,"Я оказалась в теле &laquo;бракованной жены&raquo; дракона, которую он выгнал за порог.
Развалины в глухой деревне с протекающей крышей &mdash; теперь мой дом. А единственные друзья &mdash; соседка-сплетница, да курица считающая себя темной ведьмой.
Думала, хоть теперь заживу для себя!
Но магический развод в этом мире не так то прост.
Высокомерный ящер появляется в самое неподходящее время и не дает мне покоя. Муженек, неужели тебя тянет к &laquo;пустышке&raquo;?
Шел бы ты лесом &mdash; уж я с тобой разведусь!
Даже если голос в голове твердит другое: &laquo;Оставь себе... на всякий случай&raquo;.",
539656,true,,Табу. Жена бандита,Каролин Кастро,"Криминальный любовный роман, Остросюжетный любовный роман",0.00,2025,"- Павел Павлович оставил всё для Варвары&hellip; Бурханутдиновой.

В голосе нотариуса звучит явный намёк.

- Да вы издеваетесь&hellip; - поражённо шепчу, качая головой.

- Он просил передать, - из телефона доносится тихий, едва уловимый шелест страниц. &ndash; Цитирую: свадьба оплачена &ndash; я своё слово держу. И вас научу. Горько!

Я невольно впиваюсь взглядом в Амира, сидящего на другом конце длинного стола. Тишина давит на уши, и я шумно сглатываю, пытаясь унять дрожь в голосе.

- Фамилию можно поменять и без свадьбы.

- Варвара Павловна, не упрямьтесь. Всё равно всё будет так, как сказал Павел, - смеётся нотариус. - Вы получите свой подарок только на свадьбе. Это обязательное условие.

&zwj;❤️&zwj;График прод: 8:00 и 16:00

&zwj;❤️&zwj;ПЕРВАЯ КНИГА ПРО ГЕРОЕВ (БЕСПЛАТНО) -&nbsp;https://litnet.com/shrt/PteU",18
540350,true,,"Развод в 50. Спасибо, что ушел",Лира Кац,"Романы о неверности, Современная проза",0.00,2025,"&mdash; Ты здесь никто! &mdash; Он схватил ее за шею и грубо кинул на стол. Влада ухватилась за край, едва не воя от боли. Щека от пощечины жгла, на горле останутся жуткие синяки. Он чуть руку не вывихнул, пихая ей в ладонь ручку.
&mdash; Подписывай! Или тебя никто никогда не найдет!&nbsp;
Она подписала. Всё подписала, что подсунул, и только тогда он оставил ее в покое.
&mdash; Завтра я улетаю. Пришлю охрану, чтобы проследили, что ты ушла. И не вздумай прихватить что-то. Здесь всё моё, дорогая! Даже это тряпьё на тебе, моё!
***
В 50 я узнала, что у мужа есть связь на стороне. Не просто интрижка, а долгосрочные прочные отношения. Хуже всего &ndash; наши дети знали об этом и молчали. Когда я подаю на развод, муж силой заставляет подписать брачный контракт, лишающий меня всего, и выгоняет из дома.
&nbsp;

Однотомник. ХЭ для всех, кто заслуживает, будет.&nbsp;

 Книга выходит в рамках литмоба Книга участвует в литмобе &quot;Юбилейный развод&quot;&nbsp;https://litnet.com/shrt/PClU",
